region	chr	midPos	Nsites
(1596,1747)(231673,232350)(200000,250000)	JASDQU010736352.1	225000	153	0.075411
(282,1252)(244704,245725)(200000,250000)	JASDQU010736353.1	225000	972	0.035110
(185,188)(50876,50880)(50000,100000)	JASDQU010736363.1	75000	5	0.044367
(454,581)(282729,282865)(250000,300000)	JASDQU010736368.1	275000	129	-0.016440
(85,1254)(129242,130411)(100000,150000)	JASDQU010736369.1	125000	1171	0.315057
(579,755)(197006,197210)(150000,200000)	JASDQU010736377.1	175000	178	0.101840
(5577,5712)(338456,338593)(300000,350000)	JASDQU010736381.1	325000	137	0.056669
(131,762)(191001,191637)(150000,200000)	JASDQU010736389.1	175000	633	0.330568
(763,861)(201228,201705)(200000,250000)	JASDQU010736389.1	225000	100	0.032557
(294,593)(258962,259297)(250000,300000)	JASDQU010736392.1	275000	301	0.309227
(18,161)(584729,584875)(550000,600000)	JASDQU010736402.1	575000	145	0.099067
(1414,3603)(50000,52263)(50000,100000)	JASDQU010736405.1	75000	2191	0.303371
(40,148)(53004,53121)(50000,100000)	JASDQU010736418.1	75000	110	0.071309
(149,1557)(184551,197407)(150000,200000)	JASDQU010736418.1	175000	1410	0.237012
(1558,1608)(212819,212871)(200000,250000)	JASDQU010736418.1	225000	52	0.132314
(1609,1677)(338910,339037)(300000,350000)	JASDQU010736418.1	325000	70	0.105735
(1678,2783)(359699,391916)(350000,400000)	JASDQU010736418.1	375000	1107	0.096648
(2784,4121)(443109,447753)(400000,450000)	JASDQU010736418.1	425000	1339	0.366320
(262,1332)(70545,95028)(50000,100000)	JASDQU010736421.1	75000	1072	0.389708
(29,325)(210796,211348)(200000,250000)	JASDQU010736425.1	225000	298	0.019051
(326,522)(260925,261125)(250000,300000)	JASDQU010736425.1	275000	198	0.047062
(381,656)(270431,270769)(250000,300000)	JASDQU010736428.1	275000	277	0.017643
(657,802)(366832,368254)(350000,400000)	JASDQU010736428.1	375000	147	0.044602
(803,804)(430058,430059)(400000,450000)	JASDQU010736428.1	425000	3	0.034829
(1696,2296)(137143,145831)(100000,150000)	JASDQU010736438.1	125000	602	0.132296
(2297,2647)(213602,249370)(200000,250000)	JASDQU010736438.1	225000	352	0.057319
(633,1423)(125680,129381)(100000,150000)	JASDQU010736441.1	125000	792	0.165280
(1105,4690)(58667,64546)(50000,100000)	JASDQU010736446.1	75000	3587	0.348975
(4691,14170)(264123,275438)(250000,300000)	JASDQU010736446.1	275000	9481	0.577612
(14171,14769)(398720,399541)(350000,400000)	JASDQU010736446.1	375000	600	0.104056
(8,159)(88437,90599)(50000,100000)	JASDQU010736454.1	75000	153	0.063557
(160,171)(215919,215932)(200000,250000)	JASDQU010736454.1	225000	13	0.064246
(172,176)(269790,269798)(250000,300000)	JASDQU010736454.1	275000	6	0.046841
(177,699)(308572,309115)(300000,350000)	JASDQU010736454.1	325000	524	0.049487
(81,346)(176762,177054)(150000,200000)	JASDQU010736459.1	175000	267	0.124581
(502,1746)(147710,148973)(100000,150000)	JASDQU010736469.1	125000	1246	0.085837
(385,404)(106828,106848)(100000,150000)	JASDQU010736472.1	125000	21	0.635326
(405,706)(197325,197656)(150000,200000)	JASDQU010736472.1	175000	303	0.370835
(88,808)(104190,106483)(100000,150000)	JASDQU010736490.1	125000	722	0.054769
(3,728)(496813,497580)(450000,500000)	JASDQU010736499.1	475000	727	0.045117
(729,2216)(502439,527345)(500000,550000)	JASDQU010736499.1	525000	1489	0.029562
(2217,2711)(562949,563458)(550000,600000)	JASDQU010736499.1	575000	496	0.178088
(772,1349)(279468,280053)(250000,300000)	JASDQU010736507.1	275000	579	0.457755
(1350,2105)(329818,330793)(300000,350000)	JASDQU010736507.1	325000	757	0.106612
(436,949)(230028,245261)(200000,250000)	JASDQU010736510.1	225000	515	0.031799
(1017,1084)(168612,168740)(150000,200000)	JASDQU010736530.1	175000	69	0.030694
(70,585)(172609,183879)(150000,200000)	JASDQU010736542.1	175000	517	0.058625
(6,16)(123054,123066)(100000,150000)	JASDQU010736555.1	125000	12	0.034020
(17,1308)(155958,157846)(150000,200000)	JASDQU010736555.1	175000	1293	0.364509
(55,817)(261862,262720)(250000,300000)	JASDQU010736567.1	275000	764	0.250938
(818,1329)(378323,378840)(350000,400000)	JASDQU010736567.1	375000	513	0.173898
(357,1136)(108250,109033)(100000,150000)	JASDQU010736569.1	125000	781	0.474648
(1137,1580)(226909,227352)(200000,250000)	JASDQU010736569.1	225000	445	0.009938
(492,1349)(179899,180797)(150000,200000)	JASDQU010736570.1	175000	859	0.048280
(439,537)(319722,319827)(300000,350000)	JASDQU010736584.1	325000	100	0.037026
(538,1572)(363303,384851)(350000,400000)	JASDQU010736584.1	375000	1036	0.101511
(246,1173)(65745,66676)(50000,100000)	JASDQU010736605.1	75000	929	0.188508
(60,3083)(57883,72833)(50000,100000)	JASDQU010736607.1	75000	3025	0.195273
(149,526)(247274,247686)(200000,250000)	JASDQU010736615.1	225000	379	0.029446
(527,581)(324380,324486)(300000,350000)	JASDQU010736615.1	325000	56	0.039587
(582,1691)(548794,549999)(500000,550000)	JASDQU010736615.1	525000	1111	0.461735
(2015,7215)(222346,248638)(200000,250000)	JASDQU010736616.1	225000	5202	0.158089
(7216,7490)(377254,389254)(350000,400000)	JASDQU010736616.1	375000	276	0.042248
(7491,7906)(400244,420784)(400000,450000)	JASDQU010736616.1	425000	417	0.048880
(7907,8019)(474661,474793)(450000,500000)	JASDQU010736616.1	475000	114	0.022303
(18,225)(159203,159411)(150000,200000)	JASDQU010736621.1	175000	209	0.015073
(691,1088)(359614,360028)(350000,400000)	JASDQU010736624.1	375000	399	0.035422
(442,1147)(221468,239654)(200000,250000)	JASDQU010736634.1	225000	707	0.181583
(114,1019)(210566,211475)(200000,250000)	JASDQU010736651.1	225000	907	0.208280
(1020,1719)(287784,288487)(250000,300000)	JASDQU010736651.1	275000	701	0.752837
(102,107)(325556,325565)(300000,350000)	JASDQU010736675.1	325000	7	0.032406
(797,3498)(57493,63065)(50000,100000)	JASDQU010736676.1	75000	2703	0.379055
(244,483)(279072,279330)(250000,300000)	JASDQU010736680.1	275000	241	0.045660
(484,1529)(302652,303716)(300000,350000)	JASDQU010736680.1	325000	1047	0.264079
(1530,5190)(358770,379934)(350000,400000)	JASDQU010736680.1	375000	3662	0.327701
(1262,1706)(169509,192702)(150000,200000)	JASDQU010736690.1	175000	446	0.063053
(578,2034)(208130,218575)(200000,250000)	JASDQU010736692.1	225000	1458	0.081004
(2035,2582)(270625,271241)(250000,300000)	JASDQU010736692.1	275000	549	0.273118
(2583,2705)(491949,492082)(450000,500000)	JASDQU010736692.1	475000	124	0.125756
(2706,2875)(618742,619033)(600000,650000)	JASDQU010736692.1	625000	171	0.064327
(2876,3782)(773378,792770)(750000,800000)	JASDQU010736692.1	775000	908	0.326053
(96,550)(461785,491506)(450000,500000)	JASDQU010736717.1	475000	456	0.067522
(690,736)(339522,339602)(300000,350000)	JASDQU010736718.1	325000	48	0.573610
(737,1206)(366553,367043)(350000,400000)	JASDQU010736718.1	375000	471	0.447560
(369,1643)(351166,352495)(350000,400000)	JASDQU010736720.1	375000	1276	0.298918
(234,750)(101585,102311)(100000,150000)	JASDQU010736744.1	125000	518	0.118558
(96,815)(69778,70902)(50000,100000)	JASDQU010736755.1	75000	721	0.405681
(37,160)(232794,232922)(200000,250000)	JASDQU010736768.1	225000	125	0.107108
(623,1137)(78645,79191)(50000,100000)	JASDQU010736771.1	75000	516	-0.002173
(244,1724)(55550,81608)(50000,100000)	JASDQU010736778.1	75000	1482	0.550560
(1725,4414)(235097,237990)(200000,250000)	JASDQU010736778.1	225000	2691	0.515321
(4315,6003)(50771,55747)(50000,100000)	JASDQU010736780.1	75000	1690	0.297606
(6004,6674)(206982,207652)(200000,250000)	JASDQU010736780.1	225000	672	0.461649
(219,293)(161876,161965)(150000,200000)	JASDQU010736808.1	175000	76	0.097705
(275,1699)(66251,75569)(50000,100000)	JASDQU010736810.1	75000	1426	0.056389
(555,733)(56986,57170)(50000,100000)	JASDQU010736818.1	75000	180	0.104564
(734,1299)(145489,148312)(100000,150000)	JASDQU010736818.1	125000	567	0.025210
(1478,1657)(68879,94333)(50000,100000)	JASDQU010736822.1	75000	181	0.056007
(614,1487)(227433,229004)(200000,250000)	JASDQU010736832.1	225000	875	0.248993
(1488,2953)(308247,320818)(300000,350000)	JASDQU010736832.1	325000	1467	0.331651
(2954,4465)(366772,369737)(350000,400000)	JASDQU010736832.1	375000	1513	0.396876
(68,895)(121505,122359)(100000,150000)	JASDQU010736834.1	125000	829	0.312228
(3039,3311)(165416,165847)(150000,200000)	JASDQU010736845.1	175000	274	0.033935
(603,1651)(104666,142554)(100000,150000)	JASDQU010736850.1	125000	1050	0.285727
(395,480)(189822,189932)(150000,200000)	JASDQU010736852.1	175000	87	0.034407
(26,279)(347464,347816)(300000,350000)	JASDQU010736857.1	325000	255	0.345108
(280,1018)(459339,482956)(450000,500000)	JASDQU010736857.1	475000	740	0.064865
(122,282)(59000,59203)(50000,100000)	JASDQU010736858.1	75000	162	0.036469
(1482,1798)(107257,107587)(100000,150000)	JASDQU010736859.1	125000	318	0.030787
(101,1707)(137117,138726)(100000,150000)	JASDQU010736887.1	125000	1608	0.176030
(1708,1764)(155551,155608)(150000,200000)	JASDQU010736887.1	175000	58	0.036058
(420,972)(147084,147638)(100000,150000)	JASDQU010736912.1	125000	554	0.142233
(214,256)(191725,191771)(150000,200000)	JASDQU010736917.1	175000	44	0.059746
(5719,6776)(50102,63076)(50000,100000)	JASDQU010736919.1	75000	1059	0.414863
(160,817)(75395,80337)(50000,100000)	JASDQU010736920.1	75000	659	0.347691
(1634,4549)(200611,204164)(200000,250000)	JASDQU010736921.1	225000	2917	0.259751
(1025,1152)(93070,93197)(50000,100000)	JASDQU010736931.1	75000	129	0.057807
(929,1005)(154452,154535)(150000,200000)	JASDQU010736944.1	175000	78	0.014358
(170,632)(50019,50967)(50000,100000)	JASDQU010736949.1	75000	464	0.049139
(94,1014)(140778,141725)(100000,150000)	JASDQU010737017.1	125000	922	0.152967
(36,663)(468527,487855)(450000,500000)	JASDQU010737019.1	475000	629	0.218360
(664,980)(526069,526387)(500000,550000)	JASDQU010737019.1	525000	318	0.059615
(981,1728)(612248,615139)(600000,650000)	JASDQU010737019.1	625000	749	0.160627
(1130,3430)(200497,237523)(200000,250000)	JASDQU010737021.1	225000	2302	0.147038
(2071,3091)(227622,231087)(200000,250000)	JASDQU010737061.1	225000	1022	0.043485
(761,823)(194222,194348)(150000,200000)	JASDQU010737067.1	175000	64	0.100853
(17,681)(181020,181711)(150000,200000)	JASDQU010737100.1	175000	666	0.213304
(896,1566)(133272,133967)(100000,150000)	JASDQU010737114.1	125000	672	0.561859
(647,753)(144072,144200)(100000,150000)	JASDQU010737125.1	125000	108	0.021056
(360,3365)(60117,81942)(50000,100000)	JASDQU010737126.1	75000	3007	0.027720
(364,1094)(322828,344266)(300000,350000)	JASDQU010737131.1	325000	732	0.044702
(1625,2526)(114083,115280)(100000,150000)	JASDQU010737147.1	125000	903	0.084962
(874,1471)(255603,293502)(250000,300000)	JASDQU010737177.1	275000	599	0.377553
(791,2542)(50509,70285)(50000,100000)	JASDQU010737195.1	75000	1753	0.463258
(254,3866)(56940,80686)(50000,100000)	JASDQU010737211.1	75000	3614	0.275057
(11124,12253)(250439,251571)(250000,300000)	JASDQU010737219.1	275000	1131	0.298477
(124,345)(121164,132228)(100000,150000)	JASDQU010737222.1	125000	223	0.167206
(789,3092)(238171,240706)(200000,250000)	JASDQU010737237.1	225000	2305	0.236927
(3093,4228)(250179,251374)(250000,300000)	JASDQU010737237.1	275000	1137	0.213180
(2164,2388)(72513,72855)(50000,100000)	JASDQU010737240.1	75000	226	0.064972
(2389,2523)(226083,226224)(200000,250000)	JASDQU010737240.1	225000	136	0.004050
(2524,3114)(357703,358468)(350000,400000)	JASDQU010737240.1	375000	592	0.016019
(423,1271)(83511,84364)(50000,100000)	JASDQU010737248.1	75000	850	0.385060
(94,214)(168487,168613)(150000,200000)	JASDQU010737251.1	175000	122	0.352277
(215,1291)(363623,364790)(350000,400000)	JASDQU010737251.1	375000	1078	0.368089
(1966,3517)(50000,54528)(50000,100000)	JASDQU010737271.1	75000	1553	0.230201
(439,623)(260598,260787)(250000,300000)	JASDQU010737287.1	275000	186	0.040070
(624,643)(313520,313545)(300000,350000)	JASDQU010737287.1	325000	21	0.189388
(1003,1394)(74999,75595)(50000,100000)	JASDQU010737288.1	75000	393	0.005693
(138,881)(171260,174530)(150000,200000)	JASDQU010737290.1	175000	745	0.036513
(3042,4686)(417740,449999)(400000,450000)	JASDQU010737307.1	425000	1646	0.411407
(414,483)(68021,74881)(50000,100000)	JASDQU010737313.1	75000	71	0.033644
(2156,2603)(149115,149604)(100000,150000)	JASDQU010737323.1	125000	449	0.686581
(2604,4574)(183708,191577)(150000,200000)	JASDQU010737323.1	175000	1972	0.509052
(1958,3114)(200000,225672)(200000,250000)	JASDQU010737329.1	225000	1158	0.494357
(3115,3366)(265494,281071)(250000,300000)	JASDQU010737329.1	275000	253	0.027200
(846,1584)(100000,100739)(100000,150000)	JASDQU010737333.1	125000	740	0.051034
(332,387)(186339,186410)(150000,200000)	JASDQU010737338.1	175000	57	0.060423
(143,901)(50000,51170)(50000,100000)	JASDQU010737345.1	75000	760	0.111571
(997,1347)(105756,106864)(100000,150000)	JASDQU010737364.1	125000	352	0.417966
(95,97)(162339,162345)(150000,200000)	JASDQU010737380.1	175000	4	0.089281
(155,1251)(66850,88022)(50000,100000)	JASDQU010737381.1	75000	1098	0.552750
(1252,3521)(155319,193743)(150000,200000)	JASDQU010737381.1	175000	2271	0.590589
(196,1112)(58511,59759)(50000,100000)	JASDQU010737395.1	75000	918	0.180153
(229,306)(279595,279676)(250000,300000)	JASDQU010737398.1	275000	79	0.016963
(113,808)(320602,321320)(300000,350000)	JASDQU010737411.1	325000	697	0.270274
(809,1562)(370249,379582)(350000,400000)	JASDQU010737411.1	375000	755	0.305750
(1563,3363)(400449,402967)(400000,450000)	JASDQU010737411.1	425000	1802	0.446254
(3364,3545)(493447,493694)(450000,500000)	JASDQU010737411.1	475000	183	0.030666
(9,2620)(120486,127063)(100000,150000)	JASDQU010737414.1	125000	2613	0.202466
(2621,2721)(193990,194113)(150000,200000)	JASDQU010737414.1	175000	102	0.036128
(2722,3007)(343962,344684)(300000,350000)	JASDQU010737414.1	325000	287	0.026134
(3008,4248)(378719,380090)(350000,400000)	JASDQU010737414.1	375000	1242	0.282550
(4249,4706)(418100,418649)(400000,450000)	JASDQU010737414.1	425000	459	0.320264
(10,59)(327756,327826)(300000,350000)	JASDQU010737418.1	325000	51	0.040396
(459,490)(108801,108832)(100000,150000)	JASDQU010737436.1	125000	33	0.077565
(932,3224)(53761,98987)(50000,100000)	JASDQU010737473.1	75000	2294	0.208880
(158,822)(106912,141406)(100000,150000)	JASDQU010737474.1	125000	666	0.051456
(353,517)(74383,98308)(50000,100000)	JASDQU010737488.1	75000	166	0.024085
(1949,5452)(50230,95484)(50000,100000)	JASDQU010737489.1	75000	3505	0.548971
(264,784)(90483,91090)(50000,100000)	JASDQU010737508.1	75000	522	0.096143
(785,1152)(117080,133156)(100000,150000)	JASDQU010737508.1	125000	369	-0.006894
(407,556)(55354,55505)(50000,100000)	JASDQU010737520.1	75000	151	0.188015
(557,693)(115492,115628)(100000,150000)	JASDQU010737520.1	125000	138	0.019843
(694,1148)(153020,153500)(150000,200000)	JASDQU010737520.1	175000	456	0.178926
(304,840)(293281,293922)(250000,300000)	JASDQU010737536.1	275000	538	0.020421
(841,971)(378145,378292)(350000,400000)	JASDQU010737536.1	375000	132	0.088569
(95,163)(50469,50543)(50000,100000)	JASDQU010737549.1	75000	70	0.036649
(164,193)(198801,198856)(150000,200000)	JASDQU010737549.1	175000	31	0.038877
(194,588)(240908,241330)(200000,250000)	JASDQU010737549.1	225000	396	0.034893
(365,7142)(51767,99814)(50000,100000)	JASDQU010737551.1	75000	6779	0.330709
(2185,2675)(214216,214729)(200000,250000)	JASDQU010737562.1	225000	492	0.075218
(111,248)(189558,189696)(150000,200000)	JASDQU010737580.1	175000	139	0.042725
(468,584)(321589,321728)(300000,350000)	JASDQU010737599.1	325000	118	0.070443
(1511,1870)(299081,299482)(250000,300000)	JASDQU010737607.1	275000	361	0.520149
(141,2730)(104628,108745)(100000,150000)	JASDQU010737634.1	125000	2591	0.433532
(62,530)(443555,444424)(400000,450000)	JASDQU010737637.1	425000	470	0.014984
(75,1330)(141006,142556)(100000,150000)	JASDQU010737639.1	125000	1257	0.298096
(238,1502)(107349,127603)(100000,150000)	JASDQU010737650.1	125000	1266	0.076148
(40,931)(110696,111589)(100000,150000)	JASDQU010737652.1	125000	893	0.453015
(932,953)(167726,167754)(150000,200000)	JASDQU010737652.1	175000	23	0.014754
(954,1804)(296756,297627)(250000,300000)	JASDQU010737652.1	275000	852	0.307377
(265,400)(457955,458193)(450000,500000)	JASDQU010737653.1	475000	137	0.516182
(299,714)(159793,160597)(150000,200000)	JASDQU010737655.1	175000	417	0.024541
(715,830)(214948,219995)(200000,250000)	JASDQU010737655.1	225000	117	0.133551
(624,837)(225558,225787)(200000,250000)	JASDQU010737709.1	225000	215	0.127497
(838,1679)(354085,354926)(350000,400000)	JASDQU010737709.1	375000	843	0.189068
(1935,1950)(68692,68716)(50000,100000)	JASDQU010737723.1	75000	17	0.046933
(555,838)(108908,109415)(100000,150000)	JASDQU010737726.1	125000	285	0.162630
(36,636)(72381,94421)(50000,100000)	JASDQU010737739.1	75000	602	0.039532
(97,362)(75688,76008)(50000,100000)	JASDQU010737742.1	75000	267	0.428336
(187,417)(226205,226545)(200000,250000)	JASDQU010737750.1	225000	232	0.063886
(953,1198)(64385,64991)(50000,100000)	JASDQU010737779.1	75000	247	0.018355
(659,732)(97056,97144)(50000,100000)	JASDQU010737784.1	75000	75	0.045524
(733,895)(180864,181026)(150000,200000)	JASDQU010737784.1	175000	164	0.000275
(896,965)(208403,208549)(200000,250000)	JASDQU010737784.1	225000	71	0.087511
(966,970)(285079,285089)(250000,300000)	JASDQU010737784.1	275000	6	0.051287
(243,1715)(54012,78440)(50000,100000)	JASDQU010737786.1	75000	1474	0.160628
(1716,1930)(183063,183446)(150000,200000)	JASDQU010737786.1	175000	216	0.045991
(2429,2684)(100000,141852)(100000,150000)	JASDQU010737787.1	125000	257	0.030412
(2685,3170)(173776,174263)(150000,200000)	JASDQU010737787.1	175000	487	0.283869
(617,1778)(59004,78449)(50000,100000)	JASDQU010737802.1	75000	1163	0.107054
(1779,2232)(217297,217827)(200000,250000)	JASDQU010737802.1	225000	455	0.026487
(263,372)(331734,336504)(300000,350000)	JASDQU010737803.1	325000	111	0.012643
(305,958)(78092,78749)(50000,100000)	JASDQU010737809.1	75000	655	0.241133
(77,183)(121285,121407)(100000,150000)	JASDQU010737819.1	125000	108	0.043401
(168,3074)(181038,184791)(150000,200000)	JASDQU010737824.1	175000	2908	0.361773
(2135,2617)(171121,171613)(150000,200000)	JASDQU010737827.1	175000	484	0.017762
(792,859)(110060,110128)(100000,150000)	JASDQU010737828.1	125000	69	0.006265
(1808,2329)(159374,159963)(150000,200000)	JASDQU010737838.1	175000	523	0.255400
(330,1549)(116591,117883)(100000,150000)	JASDQU010737839.1	125000	1221	0.207982
(109,2985)(123961,127207)(100000,150000)	JASDQU010737840.1	125000	2878	0.326241
(788,890)(108998,109111)(100000,150000)	JASDQU010737845.1	125000	104	0.131052
(53,677)(300229,300870)(300000,350000)	JASDQU010737868.1	325000	626	0.205004
(490,575)(402230,402497)(400000,450000)	JASDQU010737870.1	425000	87	0.317713
(1124,1495)(268764,269171)(250000,300000)	JASDQU010737873.1	275000	373	0.352204
(1496,2471)(389921,390900)(350000,400000)	JASDQU010737873.1	375000	977	0.010865
(2472,3095)(545089,545715)(500000,550000)	JASDQU010737873.1	525000	625	0.018834
(36,1365)(301047,302417)(300000,350000)	JASDQU010737874.1	325000	1331	0.060621
(445,578)(144436,144570)(100000,150000)	JASDQU010737875.1	125000	135	0.479422
(583,1191)(171130,172036)(150000,200000)	JASDQU010737890.1	175000	610	0.244204
(865,1189)(177787,178192)(150000,200000)	JASDQU010737898.1	175000	326	0.365876
(121,304)(144774,145149)(100000,150000)	JASDQU010737912.1	125000	185	0.033205
(710,1268)(367419,367977)(350000,400000)	JASDQU010737927.1	375000	560	0.015198
(1269,5986)(423510,428956)(400000,450000)	JASDQU010737927.1	425000	4719	0.234472
(5987,6353)(538508,542570)(500000,550000)	JASDQU010737927.1	525000	368	0.073620
(6354,9035)(554773,589619)(550000,600000)	JASDQU010737927.1	575000	2683	0.292485
(2166,3123)(361512,362547)(350000,400000)	JASDQU010737929.1	375000	959	0.404750
(1010,1951)(106783,141573)(100000,150000)	JASDQU010737947.1	125000	943	0.024585
(1952,2283)(215396,215842)(200000,250000)	JASDQU010737947.1	225000	333	0.017939
(362,602)(223852,224101)(200000,250000)	JASDQU010737959.1	225000	242	0.269896
(18,1845)(145898,148896)(100000,150000)	JASDQU010737963.1	125000	1829	0.158318
(169,463)(258349,258736)(250000,300000)	JASDQU010737965.1	275000	296	0.262768
(211,1824)(63609,66397)(50000,100000)	JASDQU010737972.1	75000	1615	0.231461
(379,681)(59440,59782)(50000,100000)	JASDQU010737979.1	75000	304	0.107014
(682,7060)(262555,273242)(250000,300000)	JASDQU010737979.1	275000	6380	0.260241
(1607,2254)(375975,376661)(350000,400000)	JASDQU010738002.1	375000	649	0.253732
(176,176)(64158,64158)(50000,100000)	JASDQU010738003.1	75000	2	0.064896
(148,926)(119029,120036)(100000,150000)	JASDQU010738011.1	125000	780	0.311496
(1536,1860)(125858,126211)(100000,150000)	JASDQU010738020.1	125000	326	0.015168
(1861,2271)(220945,221702)(200000,250000)	JASDQU010738020.1	225000	412	0.081705
(2272,5938)(261147,299834)(250000,300000)	JASDQU010738020.1	275000	3668	0.090322
(5939,6121)(302842,303072)(300000,350000)	JASDQU010738020.1	325000	184	0.076738
(6122,7309)(448499,449999)(400000,450000)	JASDQU010738020.1	425000	1189	0.116263
(7310,10931)(450000,499886)(450000,500000)	JASDQU010738020.1	475000	3623	0.081270
(10932,11294)(557596,558011)(550000,600000)	JASDQU010738020.1	575000	364	0.402642
(166,414)(244478,244786)(200000,250000)	JASDQU010738023.1	225000	250	0.151329
(528,1312)(72735,73534)(50000,100000)	JASDQU010738024.1	75000	786	0.026747
(1313,1356)(120162,120216)(100000,150000)	JASDQU010738024.1	125000	45	0.334306
(1357,1688)(169725,184754)(150000,200000)	JASDQU010738024.1	175000	333	0.131411
(1689,1759)(239732,239829)(200000,250000)	JASDQU010738024.1	225000	72	0.079480
(769,1177)(167983,168404)(150000,200000)	JASDQU010738029.1	175000	410	0.278680
(3262,3918)(160779,162390)(150000,200000)	JASDQU010738043.1	175000	658	0.364613
(154,840)(137400,138156)(100000,150000)	JASDQU010738056.1	125000	688	0.240387
(841,879)(198724,198767)(150000,200000)	JASDQU010738056.1	175000	40	0.046042
(985,1007)(92038,92068)(50000,100000)	JASDQU010738067.1	75000	24	0.019079
(2035,2167)(82229,82435)(50000,100000)	JASDQU010738077.1	75000	134	0.697690
(13,1460)(64942,66463)(50000,100000)	JASDQU010738083.1	75000	1449	0.616885
(239,1065)(123905,124750)(100000,150000)	JASDQU010738101.1	125000	828	0.509936
(531,582)(120323,120375)(100000,150000)	JASDQU010738106.1	125000	53	0.031835
(73,1038)(111805,112775)(100000,150000)	JASDQU010738124.1	125000	967	0.179347
(1039,1131)(199906,199999)(150000,200000)	JASDQU010738124.1	175000	94	0.041292
(1132,1180)(200000,200048)(200000,250000)	JASDQU010738124.1	225000	50	0.114045
(248,593)(67392,67750)(50000,100000)	JASDQU010738135.1	75000	347	0.578901
(21,548)(86352,86892)(50000,100000)	JASDQU010738139.1	75000	529	0.070429
(250,565)(130360,132091)(100000,150000)	JASDQU010738164.1	125000	317	0.008413
(3739,3827)(79455,79547)(50000,100000)	JASDQU010738174.1	75000	90	0.075340
(3828,4500)(126085,126805)(100000,150000)	JASDQU010738174.1	125000	674	0.128557
(88,92)(151816,151822)(150000,200000)	JASDQU010738195.1	175000	6	0.070112
(1130,2541)(118527,136528)(100000,150000)	JASDQU010738209.1	125000	1413	0.051488
(2565,2711)(77459,77713)(50000,100000)	JASDQU010738217.1	75000	148	0.011455
(142,329)(218227,218439)(200000,250000)	JASDQU010738233.1	225000	189	0.017614
(601,1607)(398989,399999)(350000,400000)	JASDQU010738280.1	375000	1008	0.555109
(1346,2025)(226302,227130)(200000,250000)	JASDQU010738349.1	225000	681	-0.022588
(2026,2632)(308999,309711)(300000,350000)	JASDQU010738349.1	325000	608	0.036508
(558,563)(68325,68331)(50000,100000)	JASDQU010738355.1	75000	7	-0.001681
(564,708)(184004,184150)(150000,200000)	JASDQU010738355.1	175000	146	0.027315
(3092,3490)(194429,194843)(150000,200000)	JASDQU010738364.1	175000	400	0.647226
(910,1115)(55231,80899)(50000,100000)	JASDQU010738369.1	75000	207	0.122167
(1088,1762)(156023,159365)(150000,200000)	JASDQU010738374.1	175000	676	0.019839
(30,497)(103629,122884)(100000,150000)	JASDQU010738376.1	125000	469	0.159493
(3496,3551)(79360,79447)(50000,100000)	JASDQU010738377.1	75000	57	0.128108
(1093,1949)(427210,428119)(400000,450000)	JASDQU010738398.1	425000	858	0.736714
(443,1621)(66867,89541)(50000,100000)	JASDQU010738410.1	75000	1180	0.149293
(22,367)(100000,100378)(100000,150000)	JASDQU010738414.1	125000	347	0.381514
(453,506)(99451,99521)(50000,100000)	JASDQU010738416.1	75000	55	0.105783
(149,851)(158794,169864)(150000,200000)	JASDQU010738437.1	175000	704	0.033557
(630,1309)(157530,158233)(150000,200000)	JASDQU010738455.1	175000	681	0.018588
(2058,2737)(167550,168249)(150000,200000)	JASDQU010738461.1	175000	681	0.069182
(2095,3070)(211486,212464)(200000,250000)	JASDQU010738466.1	225000	977	0.207772
(1506,1972)(64219,64686)(50000,100000)	JASDQU010738467.1	75000	468	0.039365
(545,1491)(190682,198453)(150000,200000)	JASDQU010738479.1	175000	948	0.117303
(5114,6142)(56922,57965)(50000,100000)	JASDQU010738480.1	75000	1030	0.469175
(349,416)(213648,213723)(200000,250000)	JASDQU010738489.1	225000	69	0.025364
(417,532)(345565,345697)(300000,350000)	JASDQU010738489.1	325000	117	0.025481
(533,563)(506314,506353)(500000,550000)	JASDQU010738489.1	525000	32	0.043307
(564,827)(699677,699999)(650000,700000)	JASDQU010738489.1	675000	265	-0.003758
(828,1444)(700000,700620)(700000,750000)	JASDQU010738489.1	725000	618	0.230691
(223,771)(50572,64343)(50000,100000)	JASDQU010738493.1	75000	550	0.051444
(864,2806)(200911,246832)(200000,250000)	JASDQU010738510.1	225000	1944	0.200571
(31,248)(300428,326971)(300000,350000)	JASDQU010738529.1	325000	219	0.045689
(1853,1982)(186896,187059)(150000,200000)	JASDQU010738533.1	175000	131	0.084417
(996,1231)(99488,99770)(50000,100000)	JASDQU010738540.1	75000	237	0.249089
(40,818)(109626,110412)(100000,150000)	JASDQU010738577.1	125000	780	-0.010676
(376,624)(206505,206760)(200000,250000)	JASDQU010738625.1	225000	250	0.380298
(2322,3068)(217592,218340)(200000,250000)	JASDQU010738640.1	225000	748	0.002861
(3069,4266)(251638,281002)(250000,300000)	JASDQU010738640.1	275000	1199	0.092038
(198,848)(217102,219485)(200000,250000)	JASDQU010738643.1	225000	652	0.004993
(849,1775)(604698,607816)(600000,650000)	JASDQU010738643.1	625000	928	0.079192
(1776,1795)(696259,696286)(650000,700000)	JASDQU010738643.1	675000	21	0.516693
(187,282)(55118,55221)(50000,100000)	JASDQU010738646.1	75000	97	0.317066
